latitude,longitude,elevation,time,temp,dwpt,rhum,prcp,wdir,wspd,pres,coco,exact_time,day_of_week,time_seconds,distance,predicted_time
44.396714,-72.978184,98.8,2023-04-28 17:22:15+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:15,4,836.0,3.4330039452291903,0.004517163
44.396718,-72.978149,98.8,2023-04-28 17:22:16+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:16,4,837.0,2.8236471664918312,0.004517163
44.396729,-72.978116,98.6,2023-04-28 17:22:17+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:17,4,838.0,2.8993541745935687,0.004517163
44.39674,-72.978082,98.6,2023-04-28 17:22:18+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:18,4,839.0,2.9717872903597113,0.004517163
44.396749,-72.978041,98.6,2023-04-28 17:22:19+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:19,4,840.0,3.416128087312285,0.004517163
44.396754,-72.978001,98.4,2023-04-28 17:22:20+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:20,4,841.0,3.234861789446019,0.004517163
44.396759,-72.977962,98.4,2023-04-28 17:22:21+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:21,4,842.0,3.156405305833432,0.004517163
44.396766,-72.977917,98.4,2023-04-28 17:22:22+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:22,4,843.0,3.668550310104645,0.004517163
44.396775,-72.977874,98.4,2023-04-28 17:22:23+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:23,4,844.0,3.56879015023985,0.004517163
44.39678,-72.977837,98.4,2023-04-28 17:22:24+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:24,4,845.0,2.9996837593075725,0.004517163
44.396778,-72.977792,98.4,2023-04-28 17:22:25+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:25,4,846.0,3.5920202950332785,0.004517163
44.396785,-72.977764,98.4,2023-04-28 17:22:26+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:26,4,847.0,2.36247608132663,0.004517163
44.396786,-72.977724,98.4,2023-04-28 17:22:27+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:27,4,848.0,3.1887262944726475,0.004517163
44.396787,-72.977684,98.4,2023-04-28 17:22:28+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:28,4,849.0,3.1887262402723944,0.004517163
44.396786,-72.977648,98.6,2023-04-28 17:22:29+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:29,4,850.0,2.8702623278800106,0.004517163
44.396783,-72.977608,98.6,2023-04-28 17:22:30+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:30,4,851.0,3.2041780452777213,0.004517163
44.396779,-72.977566,98.6,2023-04-28 17:22:31+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:31,4,852.0,3.3755212528559566,0.004517163
44.396776,-72.977525,98.6,2023-04-28 17:22:32+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:32,4,853.0,3.2834262831173846,0.004517163
44.396771,-72.977486,98.8,2023-04-28 17:22:33+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:33,4,854.0,3.156404420757425,0.004517163
44.396764,-72.977448,98.8,2023-04-28 17:22:34+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:34,4,855.0,3.1257790412003548,0.004517163
44.396753,-72.977402,98.8,2023-04-28 17:22:35+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:35,4,856.0,3.8632752876349232,0.004517163
44.396742,-72.977364,98.8,2023-04-28 17:22:36+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:36,4,857.0,3.264893845461241,0.004517163
44.396736,-72.977323,99.0,2023-04-28 17:22:37+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:37,4,858.0,3.333809947029168,0.004517163
44.39673,-72.97728,99.0,2023-04-28 17:22:38+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:38,4,859.0,3.4900764695603534,0.004517163
44.396725,-72.977244,99.2,2023-04-28 17:22:39+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:39,4,860.0,2.9214321853790155,0.004517163
44.396716,-72.977206,99.2,2023-04-28 17:22:40+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:40,4,861.0,3.1883591621408276,0.004517163
44.396705,-72.977174,99.2,2023-04-28 17:22:41+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:41,4,862.0,2.8273104274489063,0.004517163
44.396694,-72.97714,99.4,2023-04-28 17:22:42+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:42,4,863.0,2.9717887602731,0.004517163
44.396683,-72.977108,99.4,2023-04-28 17:22:43+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:43,4,864.0,2.827311287282614,0.004517163
44.396675,-72.977078,99.4,2023-04-28 17:22:44+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:44,4,865.0,2.550060989202542,0.004517163
44.396666,-72.97704,99.4,2023-04-28 17:22:45+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:45,4,866.0,3.18836160680393,0.004517163
44.396658,-72.977005,99.4,2023-04-28 17:22:46+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:46,4,867.0,2.92671913706384,0.004517163
44.396653,-72.976966,99.4,2023-04-28 17:22:47+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:47,4,868.0,3.156410565400697,0.004517163
44.396649,-72.976925,99.4,2023-04-28 17:22:48+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:48,4,869.0,3.2965690804259062,0.004517163
44.396643,-72.976887,99.4,2023-04-28 17:22:49+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:49,4,870.0,3.1000021028777875,0.004517163
44.396634,-72.976844,99.2,2023-04-28 17:22:50+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:50,4,871.0,3.5687975369597704,0.004517163
44.396619,-72.976812,99.2,2023-04-28 17:22:51+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:51,4,872.0,3.0459577460668905,0.004517163
44.396603,-72.976785,99.4,2023-04-28 17:22:52+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:52,4,873.0,2.790731841757499,0.004517163
44.396586,-72.976753,99.4,2023-04-28 17:22:53+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:53,4,874.0,3.1730293656051307,0.004517163
44.396577,-72.976721,99.4,2023-04-28 17:22:54+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:54,4,875.0,2.7385774931228855,0.004517163
44.396576,-72.976684,99.4,2023-04-28 17:22:55+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:55,4,876.0,2.949884486468921,0.004517163
44.396579,-72.976648,99.6,2023-04-28 17:22:56+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:56,4,877.0,2.8874288926977574,0.004517163
44.396586,-72.976611,99.6,2023-04-28 17:22:57+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:57,4,878.0,3.0486888955315656,0.004517163
44.396598,-72.976571,99.6,2023-04-28 17:22:58+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:58,4,879.0,3.4545269580402853,0.004517163
44.396598,-72.976531,99.4,2023-04-28 17:22:59+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:22:59,4,880.0,3.186799742107572,0.004517163
44.396595,-72.976495,99.4,2023-04-28 17:23:00+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:00,4,881.0,2.887427969961319,0.004517163
44.396586,-72.976461,99.2,2023-04-28 17:23:01+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:01,4,882.0,2.887498839950151,0.004517163
44.396575,-72.976424,99.2,2023-04-28 17:23:02+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:02,4,883.0,3.1911652243886484,0.004517163
44.396558,-72.976388,99.2,2023-04-28 17:23:03+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:03,4,884.0,3.434325421867427,0.004517163
44.396544,-72.976356,99.2,2023-04-28 17:23:04+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:04,4,885.0,2.986602307507984,0.004517163
44.396536,-72.976318,99.2,2023-04-28 17:23:05+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:05,4,886.0,3.155278173405986,0.004517163
44.396529,-72.976278,99.2,2023-04-28 17:23:06+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:06,4,887.0,3.2803582377237905,0.004517163
44.396528,-72.976236,99.2,2023-04-28 17:23:07+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:07,4,888.0,3.347988236790117,0.004517163
44.396529,-72.976196,99.2,2023-04-28 17:23:08+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:08,4,889.0,3.1887402343305205,0.004517163
44.396528,-72.976164,99.2,2023-04-28 17:23:09+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:09,4,890.0,2.5518632990806505,0.004517163
44.396518,-72.97613,99.2,2023-04-28 17:23:10+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:10,4,891.0,2.927844219040738,0.004517163
44.3965,-72.976102,99.2,2023-04-28 17:23:11+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:11,4,892.0,2.99615477779424,0.004517163
44.396483,-72.976078,99.2,2023-04-28 17:23:12+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:12,4,893.0,2.687849283671485,0.004517163
44.39647,-72.976047,99.4,2023-04-28 17:23:13+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:13,4,894.0,2.8612132304758253,0.004517163
44.396463,-72.976016,99.4,2023-04-28 17:23:14+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:14,4,895.0,2.5893676994650585,0.004517163
44.396459,-72.975979,99.4,2023-04-28 17:23:15+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:15,4,896.0,2.9811184875645247,0.004517163
44.396454,-72.975939,99.4,2023-04-28 17:23:16+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:16,4,897.0,3.2348775567841934,0.004517163
44.396453,-72.975899,99.4,2023-04-28 17:23:17+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:17,4,898.0,3.1887443023125077,0.004517163
44.396455,-72.975862,99.4,2023-04-28 17:23:18+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:18,4,899.0,2.956162663708777,0.004517163
44.396458,-72.975822,99.4,2023-04-28 17:23:19+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:19,4,900.0,3.204195750572843,0.004517163
44.396458,-72.975787,99.4,2023-04-28 17:23:20+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:20,4,901.0,2.788456421776195,0.004517163
44.396455,-72.975749,99.4,2023-04-28 17:23:21+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:21,4,902.0,3.045765191761561,0.004517163
44.39645,-72.975715,99.4,2023-04-28 17:23:22+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:22,4,903.0,2.765179115605526,0.004517163
44.396443,-72.975679,99.4,2023-04-28 17:23:23+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:23,4,904.0,2.9717315385785295,0.004517163
44.396437,-72.975639,99.4,2023-04-28 17:23:24+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:24,4,905.0,3.2558044593751587,0.004517163
44.396428,-72.9756,99.4,2023-04-28 17:23:25+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:25,4,906.0,3.2641184738363123,0.004517163
44.396413,-72.975559,99.4,2023-04-28 17:23:26+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:26,4,907.0,3.667166546266563,0.004517163
44.396397,-72.975528,99.4,2023-04-28 17:23:27+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:27,4,908.0,3.043156513087499,0.004517163
44.396376,-72.975497,99.4,2023-04-28 17:23:28+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:28,4,909.0,3.3978111745420168,0.004517163
44.396355,-72.975473,99.2,2023-04-28 17:23:29+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:29,4,910.0,3.0168513734164604,0.004517163
44.396335,-72.975446,99.2,2023-04-28 17:23:30+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:30,4,911.0,3.0929415642780502,0.004517163
44.39632,-72.975413,99.2,2023-04-28 17:23:31+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:31,4,912.0,3.112957323719453,0.004517163
44.396309,-72.975379,99.2,2023-04-28 17:23:32+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:32,4,913.0,2.971804914823729,0.004517163
44.396301,-72.975338,99.2,2023-04-28 17:23:33+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:33,4,914.0,3.3852888573427236,0.004517163
44.396294,-72.975294,99.2,2023-04-28 17:23:34+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:34,4,915.0,3.5907587878612666,0.004517163
44.396291,-72.975253,99.4,2023-04-28 17:23:35+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:35,4,916.0,3.283453123500576,0.004517163
44.396282,-72.975216,99.4,2023-04-28 17:23:36+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:36,4,917.0,3.1128309192743915,0.004517163
44.396274,-72.975177,99.4,2023-04-28 17:23:37+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:37,4,918.0,3.2318122034497563,0.004517163
44.396264,-72.975138,99.2,2023-04-28 17:23:38+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:38,4,919.0,3.299867947333933,0.004517163
44.396254,-72.975103,99.4,2023-04-28 17:23:39+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:39,4,920.0,3.0017173314408256,0.004517163
44.396243,-72.975071,99.4,2023-04-28 17:23:40+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:40,4,921.0,2.827328474417104,0.004517163
44.396235,-72.975045,99.4,2023-04-28 17:23:41+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:41,4,922.0,2.2541255941973524,0.004517163
44.396223,-72.975016,99.4,2023-04-28 17:23:42+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:42,4,923.0,2.667623401766362,0.004517163
44.396212,-72.974986,99.4,2023-04-28 17:23:43+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:43,4,924.0,2.6845328779118045,0.004517163
44.396197,-72.974956,99.4,2023-04-28 17:23:44+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:44,4,925.0,2.913910582524042,0.004517163
44.396185,-72.974923,99.4,2023-04-28 17:23:45+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:45,4,926.0,2.947944312531339,0.004517163
44.396175,-72.974885,99.4,2023-04-28 17:23:46+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:46,4,927.0,3.2249663631719248,0.004517163
44.396167,-72.974847,99.4,2023-04-28 17:23:47+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:47,4,928.0,3.1552964135456163,0.004517163
44.396159,-72.974805,99.4,2023-04-28 17:23:48+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:48,4,929.0,3.4622343302220964,0.004517163
44.396152,-72.974765,99.6,2023-04-28 17:23:49+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:49,4,930.0,3.2803781019662703,0.004517163
44.396142,-72.974723,99.6,2023-04-28 17:23:50+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:50,4,931.0,3.5258457220185133,0.004517163
44.396122,-72.974686,99.8,2023-04-28 17:23:51+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:51,4,932.0,3.6917018066673797,0.004517163
44.396099,-72.974663,99.8,2023-04-28 17:23:52+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:52,4,933.0,3.144787466142585,0.004517163
44.396077,-72.974646,99.6,2023-04-28 17:23:53+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:53,4,934.0,2.7947569058800794,0.004517163
44.396055,-72.974622,99.6,2023-04-28 17:23:54+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:54,4,935.0,3.1036072326222044,0.004517163
44.396037,-72.97459,99.6,2023-04-28 17:23:55+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:55,4,936.0,3.240432657342907,0.004517163
44.396013,-72.974564,99.8,2023-04-28 17:23:56+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:56,4,937.0,3.3768490905624238,0.004517163
44.395984,-72.974561,100.0,2023-04-28 17:23:57+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:57,4,938.0,3.2313309595604593,0.004517163
44.395959,-72.974572,100.2,2023-04-28 17:23:58+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:58,4,939.0,2.9129574675213985,0.004517163
44.395939,-72.9746,100.2,2023-04-28 17:23:59+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:23:59,4,940.0,3.1488821665541247,0.004517163
44.395927,-72.974632,100.2,2023-04-28 17:24:00+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:00,4,941.0,2.8771256323304737,0.004517163
44.395905,-72.974666,100.2,2023-04-28 17:24:01+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:01,4,942.0,3.6488245090067215,0.004517163
44.395881,-72.974692,100.2,2023-04-28 17:24:02+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:02,4,943.0,3.3768518980532094,0.004517163
44.395855,-72.974704,100.2,2023-04-28 17:24:03+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:03,4,944.0,3.0431965802239977,0.004517163
44.395834,-72.974696,100.2,2023-04-28 17:24:04+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:04,4,945.0,2.4189979441074034,0.004517163
44.395816,-72.974682,100.2,2023-04-28 17:24:05+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:05,4,946.0,2.2901404190448673,0.004517163
44.395796,-72.974652,100.2,2023-04-28 17:24:06+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:06,4,947.0,3.263708085303489,0.004517163
44.395785,-72.974622,100.4,2023-04-28 17:24:07+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:07,4,948.0,2.6845483102387635,0.004517163
44.395775,-72.974587,100.8,2023-04-28 17:24:08+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:08,4,949.0,3.0017384273351233,0.004517163
44.395761,-72.974547,101.2,2023-04-28 17:24:09+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:09,4,950.0,3.546282379668521,0.004517163
44.39575,-72.974516,101.6,2023-04-28 17:24:10+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:10,4,951.0,2.7557219216536786,0.004517163
44.395742,-72.97449,102.0,2023-04-28 17:24:11+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:11,4,952.0,2.2541415449653828,0.004517163
44.395733,-72.974461,102.2,2023-04-28 17:24:12+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:12,4,953.0,2.5176182903943842,0.004517163
44.395727,-72.974429,102.6,2023-04-28 17:24:13+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:13,4,954.0,2.6352136061265514,0.004517163
44.395725,-72.974392,102.8,2023-04-28 17:24:14+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:14,4,955.0,2.9561991069681515,0.004517163
44.395723,-72.974355,103.0,2023-04-28 17:24:15+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:15,4,956.0,2.9561992058527484,0.004517163
44.395719,-72.974321,103.2,2023-04-28 17:24:16+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:16,4,957.0,2.7450445257538365,0.004517163
44.395709,-72.974286,103.2,2023-04-28 17:24:17+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:17,4,958.0,3.001741335577297,0.004517163
44.395695,-72.974249,103.2,2023-04-28 17:24:18+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:18,4,959.0,3.333146954685985,0.004517163
44.395677,-72.974225,103.0,2023-04-28 17:24:19+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:19,4,960.0,2.7670924713024623,0.004517163
44.395655,-72.974211,102.6,2023-04-28 17:24:20+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:20,4,961.0,2.6870752253782624,0.004517163
44.395626,-72.974209,102.2,2023-04-28 17:24:21+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:21,4,962.0,3.226416214190574,0.004517163
44.395594,-72.974205,101.8,2023-04-28 17:24:22+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:22,4,963.0,3.570091205740578,0.004517163
44.395559,-72.974203,101.4,2023-04-28 17:24:23+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:23,4,964.0,3.89246168010676,0.004517163
44.395528,-72.974213,101.2,2023-04-28 17:24:24+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:24,4,965.0,3.5356530371175108,0.004517163
44.395497,-72.974232,100.8,2023-04-28 17:24:25+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:25,4,966.0,3.762652196117146,0.004517163
44.395474,-72.974265,100.4,2023-04-28 17:24:26+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:26,4,967.0,3.666658609233156,0.004517163
44.395458,-72.974304,100.2,2023-04-28 17:24:27+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:27,4,968.0,3.5798917690275442,0.004517163
44.395442,-72.974338,99.8,2023-04-28 17:24:28+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:28,4,969.0,3.2401809131048123,0.004517163
44.395427,-72.97437,99.6,2023-04-28 17:24:29+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:29,4,970.0,3.0460008744280693,0.004517163
44.395412,-72.974401,99.4,2023-04-28 17:24:30+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:30,4,971.0,2.979635579890522,0.004517163
44.395402,-72.974437,99.2,2023-04-28 17:24:31+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:31,4,972.0,3.0759078907623487,0.004517163
44.395395,-72.974472,99.2,2023-04-28 17:24:32+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:32,4,973.0,2.894961916954177,0.004517163
44.395385,-72.974508,99.2,2023-04-28 17:24:33+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:33,4,974.0,3.0759086638753157,0.004517163
44.395377,-72.974547,99.0,2023-04-28 17:24:34+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:34,4,975.0,3.231857799717665,0.004517163
44.395365,-72.974582,99.0,2023-04-28 17:24:35+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:35,4,976.0,3.090928367130807,0.004517163
44.395348,-72.974625,99.0,2023-04-28 17:24:36+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:36,4,977.0,3.9121782053812333,0.004517163
44.395333,-72.974657,99.2,2023-04-28 17:24:37+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:37,4,978.0,3.0460042730392414,0.004517163
44.395312,-72.974688,99.2,2023-04-28 17:24:38+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:38,4,979.0,3.397843404822408,0.004517163
44.395289,-72.974711,99.2,2023-04-28 17:24:39+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:39,4,980.0,3.1448019005828343,0.004517163
44.395263,-72.974731,99.4,2023-04-28 17:24:40+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:40,4,981.0,3.299400868511183,0.004517163
44.395235,-72.974745,99.4,2023-04-28 17:24:41+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:41,4,982.0,3.3052509427220973,0.004517163
44.395208,-72.974754,99.4,2023-04-28 17:24:42+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:42,4,983.0,3.084734952014251,0.004517163
44.395176,-72.974753,99.6,2023-04-28 17:24:43+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:43,4,984.0,3.5567311723641315,0.004517163
44.395142,-72.974741,99.6,2023-04-28 17:24:44+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:44,4,985.0,3.8971701513970523,0.004517163
44.395113,-72.974712,99.6,2023-04-28 17:24:45+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:45,4,986.0,3.965188891378504,0.004517163
44.395089,-72.974675,99.6,2023-04-28 17:24:46+00:00,18.9,1.8,32.0,0.0,290.0,18.4,1019.8,2.0,17:24:46,4,987.0,3.9751919633044945,0.004517163
