latitude,longitude,elevation,time,temp,dwpt,rhum,prcp,snow,wdir,wspd,pres,tsun,coco,exact_time,day_of_week
17.89727934197735,-62.852245707535985,-38.72777311255095,2025-04-01 19:35:34+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:34,Вторник
17.897287004996343,-62.85224404344177,-39.57698853214156,2025-04-01 19:35:35+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:35,Вторник
17.89729496116679,-62.8522499733431,-40.62462611379281,2025-04-01 19:35:36+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:36,Вторник
17.897298545098703,-62.85225537036785,-41.28088363007224,2025-04-01 19:35:37+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:37,Вторник
17.89731265883786,-62.852264046587166,-40.93135541603838,2025-04-01 19:35:38+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:38,Вторник
17.897321907507777,-62.85227677394909,-41.27427535539765,2025-04-01 19:35:39+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:39,Вторник
17.8973334773467,-62.85228098874881,-40.8740067642664,2025-04-01 19:35:40+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:40,Вторник
17.897330062345343,-62.852277874245054,-41.1917729393541,2025-04-01 19:35:41+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:41,Вторник
17.89731940903159,-62.852269409914854,-41.22122440000644,2025-04-01 19:35:42+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:42,Вторник
17.89730881088767,-62.85226496196361,-41.000374349019474,2025-04-01 19:35:43+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:43,Вторник
17.8973057776884,-62.85225962537296,-41.26525964029469,2025-04-01 19:35:44+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:44,Вторник
17.897307384494347,-62.852257057371226,-41.28442062351942,2025-04-01 19:35:45+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:45,Вторник
17.89730733071428,-62.85225638077981,-41.01201228602749,2025-04-01 19:35:46+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:46,Вторник
17.897306391803117,-62.852257528973,-40.924155140574356,2025-04-01 19:35:47+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:47,Вторник
17.89730411632429,-62.852261052157104,-40.822688288326226,2025-04-01 19:35:48+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:48,Вторник
17.897303232184022,-62.85226231064103,-40.41554830591199,2025-04-01 19:35:49+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:49,Вторник
17.897301708519844,-62.85226412338835,-40.213799747834585,2025-04-01 19:35:50+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:50,Вторник
17.897300588936314,-62.85226567120029,-39.99946086483657,2025-04-01 19:35:51+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:51,Вторник
17.89730029484813,-62.85226755881507,-40.175200713968,2025-04-01 19:35:52+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:52,Вторник
17.897300116594735,-62.85226809338261,-40.28337897005311,2025-04-01 19:35:53+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:53,Вторник
17.897293988036303,-62.85226533697559,-40.36407359788629,2025-04-01 19:35:54+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:54,Вторник
17.897289892503537,-62.85226642864523,-40.3159406303814,2025-04-01 19:35:55+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:55,Вторник
17.8972878353089,-62.852263584749956,-39.9947533776031,2025-04-01 19:35:56+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:56,Вторник
17.897283378778425,-62.85226689848271,-40.283095298345145,2025-04-01 19:35:57+00:00,28.5,23.4,74.0,0.2,,70.0,35.0,1016.0,,17.0,19:35:57,Вторник
29.68352290338807,-98.43210842469561,362.0999355316162,2025-04-01 22:42:36+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:36,Вторник
29.683493105722295,-98.4322769847684,362.0491542816162,2025-04-01 22:42:37+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:37,Вторник
29.683448262540328,-98.43245853679109,362.3344326019287,2025-04-01 22:42:38+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:38,Вторник
29.683407821742016,-98.43263873237488,362.3344580186531,2025-04-01 22:42:39+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:39,Вторник
29.683448266642877,-98.43281633837714,362.0383764728904,2025-04-01 22:42:40+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:40,Вторник
29.68344541253041,-98.43297517038653,364.6020935084671,2025-04-01 22:42:41+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:41,Вторник
29.683473346596504,-98.43316146262124,364.2772033745423,2025-04-01 22:42:42+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:42,Вторник
29.683500987488777,-98.43334360412202,364.71116492990404,2025-04-01 22:42:43+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:43,Вторник
29.68352845721779,-98.43353167907529,365.27452217321843,2025-04-01 22:42:44+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:44,Вторник
29.68356979142278,-98.43371309628952,365.11509834602475,2025-04-01 22:42:45+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:45,Вторник
29.683597672278413,-98.43390828086682,365.50407551508397,2025-04-01 22:42:46+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:46,Вторник
29.683627110195847,-98.43409742471549,365.07383904233575,2025-04-01 22:42:47+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:47,Вторник
29.68365422020323,-98.43428593903758,365.25163468346,2025-04-01 22:42:48+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:48,Вторник
29.683676075057093,-98.43447125596622,365.109544637613,2025-04-01 22:42:49+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:49,Вторник
29.683701557358432,-98.43465078220086,365.0149401454255,2025-04-01 22:42:50+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:50,Вторник
29.683730656316314,-98.43482069013558,364.5399623569101,2025-04-01 22:42:51+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:51,Вторник
29.683757350917716,-98.43500463951564,363.90025288332254,2025-04-01 22:42:52+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:52,Вторник
29.683776000400094,-98.43519033874342,363.98912007175386,2025-04-01 22:42:53+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:53,Вторник
29.68380230889413,-98.43536246196278,363.2568194726482,2025-04-01 22:42:54+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:54,Вторник
29.68382983495534,-98.43554041674783,362.4827717849985,2025-04-01 22:42:55+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:55,Вторник
29.683853379192584,-98.43571918795587,361.2892299629748,2025-04-01 22:42:56+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:56,Вторник
29.683870212182292,-98.43589490927745,359.94895830657333,2025-04-01 22:42:57+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:57,Вторник
29.683874358125493,-98.43607413512835,358.57957291509956,2025-04-01 22:42:58+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:58,Вторник
29.683872192469718,-98.43627154314613,354.442056665197,2025-04-01 22:42:59+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:42:59,Вторник
29.683852358271476,-98.43644849377321,352.9640255989507,2025-04-01 22:43:00+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:00,Вторник
29.683829760646503,-98.43662830817284,351.95177053194493,2025-04-01 22:43:01+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:01,Вторник
29.68378605100473,-98.43679903286109,351.0162038812414,2025-04-01 22:43:02+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:02,Вторник
29.683727533088792,-98.43696980063419,350.47332925815135,2025-04-01 22:43:03+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:03,Вторник
29.683661189102814,-98.43713501939128,350.29564328864217,2025-04-01 22:43:04+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:04,Вторник
29.683585468681162,-98.43729693226291,350.1633725669235,2025-04-01 22:43:05+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:05,Вторник
29.68349646700151,-98.43744526243006,350.63388058543205,2025-04-01 22:43:06+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:06,Вторник
29.683401535688756,-98.4375855511343,350.2070428384468,2025-04-01 22:43:07+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:07,Вторник
29.683292927732445,-98.43771552988022,351.3660474587232,2025-04-01 22:43:08+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:08,Вторник
29.683182125344793,-98.43783003476689,351.8605414442718,2025-04-01 22:43:09+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:09,Вторник
29.683057462982283,-98.43792126820605,351.6374605940655,2025-04-01 22:43:10+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:10,Вторник
29.682948410439653,-98.43803576005305,352.1346523948014,2025-04-01 22:43:11+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:11,Вторник
29.68282580867644,-98.438133713161,351.9746902892366,2025-04-01 22:43:12+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:12,Вторник
29.682705302602777,-98.43823239894215,352.7426730822772,2025-04-01 22:43:13+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:13,Вторник
29.6825761941121,-98.43833762640045,353.3288233866915,2025-04-01 22:43:14+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:14,Вторник
29.68244523035693,-98.43843291798598,354.36381198093295,2025-04-01 22:43:15+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:15,Вторник
29.68232448509764,-98.4385381393268,354.21644160710275,2025-04-01 22:43:16+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:16,Вторник
29.682203592397993,-98.4386531040944,355.22454819176346,2025-04-01 22:43:17+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:17,Вторник
29.682098551335425,-98.43877475527235,354.95546326600015,2025-04-01 22:43:18+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:18,Вторник
29.681998987354344,-98.43890541480228,354.7319002505392,2025-04-01 22:43:19+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:19,Вторник
29.681887900689592,-98.43907294847034,356.8817451763898,2025-04-01 22:43:20+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:20,Вторник
29.68182275910015,-98.43921267447921,357.97469497378916,2025-04-01 22:43:21+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:21,Вторник
29.681762342529645,-98.43935678886686,357.1138770021498,2025-04-01 22:43:22+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:22,Вторник
29.681710110186675,-98.43950572656071,355.79614214319736,2025-04-01 22:43:23+00:00,27.6,18.5,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:23,Вторник
29.681672282377793,-98.43965375819077,354.6821134062484,2025-04-01 22:43:24+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:24,Вторник
29.681636658996585,-98.43980992425675,355.09014142956585,2025-04-01 22:43:25+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:25,Вторник
29.681615662964987,-98.43995753924312,354.5604972988367,2025-04-01 22:43:26+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:26,Вторник
29.68160391484484,-98.440106637127,353.61909843888134,2025-04-01 22:43:27+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:27,Вторник
29.681595960130817,-98.44024742043099,353.57602738123387,2025-04-01 22:43:28+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:28,Вторник
29.681600265738474,-98.44038290475905,353.3111464995891,2025-04-01 22:43:29+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:29,Вторник
29.68161378120206,-98.44053636203725,352.7702421974391,2025-04-01 22:43:31+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:31,Вторник
29.681638395987555,-98.44068686290562,350.0598285421729,2025-04-01 22:43:32+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:32,Вторник
29.68165508482287,-98.44084312900885,349.41238156706095,2025-04-01 22:43:33+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:33,Вторник
29.681671674952216,-98.44100172181413,348.92810042668134,2025-04-01 22:43:34+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:34,Вторник
29.681671971723254,-98.44115202247708,347.69596424419433,2025-04-01 22:43:35+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:35,Вторник
29.681667454925595,-98.44128725089706,346.6151903811842,2025-04-01 22:43:36+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:36,Вторник
29.681659690957943,-98.44138338152302,345.51739726867527,2025-04-01 22:43:37+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:37,Вторник
29.68165341298284,-98.44146295776376,345.74236129783094,2025-04-01 22:43:38+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:38,Вторник
29.681653930155928,-98.4414883144193,345.4584674378857,2025-04-01 22:43:39+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:39,Вторник
29.68165013935718,-98.44150237410867,346.16564519144595,2025-04-01 22:43:40+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:40,Вторник
29.681653495209574,-98.44151151484314,346.3122943164781,2025-04-01 22:43:41+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:41,Вторник
29.681639261561703,-98.44153848931902,346.95600758027285,2025-04-01 22:43:42+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:42,Вторник
29.681633138625017,-98.44158184920161,347.2875809604302,2025-04-01 22:43:43+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:43,Вторник
29.681724540865538,-98.44165766091412,347.24378759320825,2025-04-01 22:43:44+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:44,Вторник
29.681796983295616,-98.44172998513955,347.26408120058477,2025-04-01 22:43:45+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:45,Вторник
29.68190724163667,-98.44180915935236,347.44230598118156,2025-04-01 22:43:46+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:46,Вторник
29.682033552706294,-98.44189495348192,347.7188669620082,2025-04-01 22:43:47+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:47,Вторник
29.682170773700108,-98.44197723632526,347.9492174098268,2025-04-01 22:43:48+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:48,Вторник
29.68232804298928,-98.44205999717629,348.9144248124212,2025-04-01 22:43:49+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:49,Вторник
29.682487504389318,-98.44213492952498,348.00591732468456,2025-04-01 22:43:50+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:50,Вторник
29.682658869066085,-98.44221042842321,348.089282264933,2025-04-01 22:43:51+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:51,Вторник
29.68284050934897,-98.4422883398428,348.4203345766291,2025-04-01 22:43:52+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:52,Вторник
29.683032886670585,-98.44236783123166,349.1025870051235,2025-04-01 22:43:53+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:53,Вторник
29.683234507696817,-98.4424385925413,347.83566547371447,2025-04-01 22:43:54+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:54,Вторник
29.68343835651303,-98.44251610812923,347.38097314629704,2025-04-01 22:43:55+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:55,Вторник
29.68364246695593,-98.44259310333315,346.788500983268,2025-04-01 22:43:56+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:56,Вторник
29.683847504648657,-98.44266086607108,348.02530492283404,2025-04-01 22:43:57+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:57,Вторник
29.68405467328857,-98.44271454043465,347.21584100835025,2025-04-01 22:43:58+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:58,Вторник
29.684261682592794,-98.44274811431717,347.27296380419284,2025-04-01 22:43:59+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:43:59,Вторник
29.68447530040117,-98.44277007196179,346.46671621873975,2025-04-01 22:44:00+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:00,Вторник
29.684682065480235,-98.44278484874975,346.0299765653908,2025-04-01 22:44:01+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:01,Вторник
29.684880786518203,-98.44279489879102,345.7676422027871,2025-04-01 22:44:02+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:02,Вторник
29.685066253424655,-98.44279051418022,345.82986916974187,2025-04-01 22:44:03+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:03,Вторник
29.685245169529004,-98.44276881873225,344.60600191820413,2025-04-01 22:44:04+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:04,Вторник
29.685416662932912,-98.44274750103231,345.3336745472625,2025-04-01 22:44:05+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:05,Вторник
29.68557246077061,-98.44271463722143,344.34390781261027,2025-04-01 22:44:06+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:06,Вторник
29.68572968854128,-98.44268120200347,344.5552483173087,2025-04-01 22:44:07+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:07,Вторник
29.685865605500613,-98.44264541336189,344.1281346650794,2025-04-01 22:44:08+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:08,Вторник
29.685999540574546,-98.442610535907,343.7538342177868,2025-04-01 22:44:09+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:09,Вторник
29.686128460445236,-98.44258570465766,344.55522266216576,2025-04-01 22:44:10+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:10,Вторник
29.686239549237875,-98.44256228176198,344.5138247348368,2025-04-01 22:44:11+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:11,Вторник
29.686322258017565,-98.44255438188154,344.48218251764774,2025-04-01 22:44:12+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:12,Вторник
29.68639694305491,-98.44254299395926,344.6568758506328,2025-04-01 22:44:13+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:13,Вторник
29.686463392421608,-98.44253448693544,344.6450716089457,2025-04-01 22:44:14+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:14,Вторник
29.6865027732819,-98.44253441439679,344.9584860941395,2025-04-01 22:44:15+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:15,Вторник
29.686535861236806,-98.44252799336923,344.8496515126899,2025-04-01 22:44:16+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:16,Вторник
29.68654608729295,-98.44252676993386,344.76855923142284,2025-04-01 22:44:17+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:17,Вторник
29.686543031749917,-98.44253145488369,345.1635029055178,2025-04-01 22:44:18+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:18,Вторник
29.686538464629326,-98.44253127095273,345.13516630232334,2025-04-01 22:44:19+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:19,Вторник
29.686540311545,-98.44253039299824,345.12252215109766,2025-04-01 22:44:20+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:20,Вторник
29.68653951507378,-98.4425316951369,345.10668681096286,2025-04-01 22:44:21+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:21,Вторник
29.68654308799037,-98.44252953086306,345.1537914406508,2025-04-01 22:44:22+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:22,Вторник
29.686546764332707,-98.44252843376242,345.24246076866984,2025-04-01 22:44:23+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:23,Вторник
29.686548433574465,-98.44252701627286,345.3517161505297,2025-04-01 22:44:24+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:24,Вторник
29.686549329878236,-98.44252774692674,345.45776612497866,2025-04-01 22:44:26+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:26,Вторник
29.686548050887303,-98.44252756476753,345.4698445815593,2025-04-01 22:44:28+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:28,Вторник
29.686548144698115,-98.4425289250668,345.4838153393939,2025-04-01 22:44:30+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:30,Вторник
29.68656191997205,-98.44253079137758,345.89375297445804,2025-04-01 22:44:31+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:31,Вторник
29.686591110504185,-98.44252824416753,345.8944609798491,2025-04-01 22:44:32+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:32,Вторник
29.6866284075387,-98.4425292189818,345.9350393284112,2025-04-01 22:44:33+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:33,Вторник
29.686689746202852,-98.44252684355425,345.5133422380313,2025-04-01 22:44:34+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:34,Вторник
29.686768120257465,-98.4425243079333,346.11161690205336,2025-04-01 22:44:35+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:35,Вторник
29.686842857546292,-98.44252150684315,346.4056237805635,2025-04-01 22:44:36+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:36,Вторник
29.68690836069954,-98.44251929690003,346.2049017790705,2025-04-01 22:44:37+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:37,Вторник
29.68696882431371,-98.4425140170022,345.36438575107604,2025-04-01 22:44:38+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:38,Вторник
29.68701217691383,-98.4425285843386,345.7223033802584,2025-04-01 22:44:38+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:38,Вторник
29.687060819655763,-98.44250932540662,346.33675569854677,2025-04-01 22:44:39+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:39,Вторник
29.687108880623416,-98.44250788881457,347.1405378654599,2025-04-01 22:44:40+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:40,Вторник
29.687127800555785,-98.4426797595063,347.13556424807757,2025-04-01 22:44:41+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:41,Вторник
29.687157588950583,-98.44275649013882,347.86389475595206,2025-04-01 22:44:42+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:42,Вторник
29.687179100689733,-98.44284056015918,347.94897581264377,2025-04-01 22:44:43+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:43,Вторник
29.687194344821176,-98.44294888147644,348.27381429914385,2025-04-01 22:44:44+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:44,Вторник
29.687217927599235,-98.44306665488537,348.11534264404327,2025-04-01 22:44:45+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:45,Вторник
29.687246415498745,-98.44319922764929,348.99664662219584,2025-04-01 22:44:46+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:46,Вторник
29.6873262242411,-98.44334585101635,349.79885915946215,2025-04-01 22:44:47+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:47,Вторник
29.687381697637882,-98.4434923955029,350.5681371530518,2025-04-01 22:44:48+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:48,Вторник
29.687450968905683,-98.4436440831911,350.04636687785387,2025-04-01 22:44:49+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:49,Вторник
29.687525423718164,-98.44379132268482,350.28320746682584,2025-04-01 22:44:50+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:50,Вторник
29.687586826198046,-98.44393474641168,350.5471590096131,2025-04-01 22:44:51+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:51,Вторник
29.687672244172642,-98.44409851688879,350.6451262515038,2025-04-01 22:44:52+00:00,27.7,18.6,58.0,0.0,,147.0,31.5,1000.6,,4.0,22:44:52,Вторник
